age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
69,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,52500,0
63,female,white,"some college, but less than 1 year",illinois,"self-employed, not incorporated",30,19000,1
66,male,white,"1 or more years of college credit, no degree",illinois,local govt employee,52,60600,0
63,male,white,bachelor's degree,illinois,"wage/salary, private",52,233000,0
48,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,46100,1
67,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",42,154000,1
68,male,white,regular high school diploma,illinois,"wage/salary, private",20,54000,0
55,male,white,master's degree,illinois,local govt employee,52,120000,0
48,female,white,master's degree,illinois,wage/salary at non-profit,52,90000,1
81,male,white,regular high school diploma,illinois,"self-employed, not incorporated",52,16400,0
42,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",20,5000,0
37,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,158000,0
56,female,white,master's degree,illinois,federal govt employee,52,67000,1
54,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,45200,0
59,female,white,ged or alternative credential,illinois,"wage/salary, private",52,47500,1
51,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,90000,1
55,male,white,grade 9,illinois,"wage/salary, private",52,75000,0
41,female,black/african american/negro,master's degree,illinois,"wage/salary, private",52,55000,1
57,male,white,bachelor's degree,illinois,"wage/salary, private",52,126000,0
31,male,white,bachelor's degree,illinois,"wage/salary, private",52,97000,0
56,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,24400,1
55,female,black/african american/negro,"1 or more years of college credit, no degree",illinois,federal govt employee,52,60000,1
53,female,white,bachelor's degree,illinois,"wage/salary, private",52,30000,1
27,female,white,bachelor's degree,illinois,"wage/salary, private",52,42000,1
27,male,white,master's degree,illinois,"wage/salary, private",52,100000,0
59,female,white,master's degree,illinois,"wage/salary, private",52,70000,1
23,female,white,bachelor's degree,illinois,"wage/salary, private",52,70000,1
42,male,white,bachelor's degree,illinois,"wage/salary, private",52,25000,0
29,female,white,ged or alternative credential,illinois,"wage/salary, private",49,16000,1
61,female,white,"some college, but less than 1 year",illinois,local govt employee,44,30000,1
61,male,white,doctoral degree,illinois,local govt employee,52,90000,0
29,female,white,"1 or more years of college credit, no degree",illinois,"self-employed, not incorporated",40,10000,1
28,female,white,bachelor's degree,illinois,"wage/salary, private",52,45000,1
24,female,three or more major races,"associate's degree, type not specified",illinois,"wage/salary, private",52,40000,1
47,male,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",4,9000,0
53,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,24000,1
58,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,87200,0
59,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,19400,1
55,male,white,bachelor's degree,illinois,"wage/salary, private",52,258000,0
18,female,white,grade 11,illinois,"wage/salary, private",40,3500,1
26,female,white,bachelor's degree,illinois,"wage/salary, private",52,55000,1
26,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,43000,0
28,male,white,doctoral degree,illinois,"wage/salary, private",52,50000,0
27,female,white,bachelor's degree,illinois,"wage/salary, private",52,18000,1
53,male,white,bachelor's degree,illinois,"wage/salary, private",52,39000,0
69,male,other asian or pacific islander,doctoral degree,illinois,state govt employee,52,135000,0
67,female,other asian or pacific islander,master's degree,illinois,wage/salary at non-profit,30,55800,1
45,female,white,regular high school diploma,illinois,"wage/salary, private",52,67000,1
29,male,two major races,"some college, but less than 1 year",illinois,"wage/salary, private",12,4000,0
58,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,30300,1
38,female,white,bachelor's degree,illinois,"wage/salary, private",52,98000,1
39,male,white,master's degree,illinois,"wage/salary, private",52,90000,0
30,female,white,bachelor's degree,illinois,"wage/salary, private",52,125000,1
66,female,white,master's degree,illinois,wage/salary at non-profit,52,61300,1
56,male,white,regular high school diploma,illinois,"self-employed, incorporated",52,55000,0
25,male,white,regular high school diploma,illinois,"wage/salary, private",52,40000,0
34,male,white,regular high school diploma,illinois,"wage/salary, private",52,48000,0
24,male,white,bachelor's degree,illinois,"wage/salary, private",52,37000,0
62,male,white,no schooling completed,illinois,"wage/salary, private",52,40000,0
31,male,white,professional degree beyond a bachelor's degree,illinois,"wage/salary, private",52,68000,0
56,male,white,regular high school diploma,illinois,"wage/salary, private",50,50000,0
36,female,white,regular high school diploma,illinois,local govt employee,52,75000,1
41,female,white,master's degree,illinois,state govt employee,46,85000,1
36,male,white,master's degree,illinois,local govt employee,52,50000,0
33,female,white,bachelor's degree,illinois,local govt employee,52,39300,1
33,female,white,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,30000,1
33,male,white,regular high school diploma,illinois,"wage/salary, private",52,35000,0
43,male,"other race, nec",professional degree beyond a bachelor's degree,illinois,"self-employed, incorporated",52,30000,0
27,female,"other race, nec","some college, but less than 1 year",illinois,wage/salary at non-profit,52,35500,1
53,male,white,bachelor's degree,illinois,"wage/salary, private",40,128000,0
61,female,white,master's degree,illinois,"wage/salary, private",52,130000,1
51,female,white,regular high school diploma,illinois,"self-employed, not incorporated",52,40000,1
36,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,18000,1
34,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,60000,0
57,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,100000,0
52,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,40000,1
69,female,white,regular high school diploma,illinois,state govt employee,52,34000,1
36,male,white,bachelor's degree,illinois,"wage/salary, private",52,65000,0
53,male,white,master's degree,illinois,"wage/salary, private",52,139000,0
54,female,white,bachelor's degree,illinois,"wage/salary, private",52,230000,1
51,male,white,regular high school diploma,illinois,"self-employed, incorporated",25,140000,0
50,female,white,bachelor's degree,illinois,"self-employed, incorporated",52,25000,1
26,male,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,19000,0
30,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,42000,1
38,male,white,regular high school diploma,illinois,"wage/salary, private",52,54000,0
52,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,35000,1
46,female,white,regular high school diploma,illinois,"wage/salary, private",52,60000,1
26,female,"other race, nec","associate's degree, type not specified",illinois,"self-employed, not incorporated",12,2000,1
33,male,"other race, nec",regular high school diploma,illinois,"wage/salary, private",52,35000,0
58,male,white,master's degree,illinois,"wage/salary, private",15,40000,0
57,female,white,bachelor's degree,illinois,"wage/salary, private",20,3000,1
65,male,other asian or pacific islander,regular high school diploma,illinois,"wage/salary, private",5,41000,0
71,female,other asian or pacific islander,no schooling completed,illinois,"self-employed, not incorporated",52,12200,1
35,male,other asian or pacific islander,"12th grade, no diploma",illinois,"wage/salary, private",52,9000,0
54,male,other asian or pacific islander,regular high school diploma,illinois,"wage/salary, private",52,21000,0
67,male,white,master's degree,illinois,"wage/salary, private",52,287200,0
69,female,white,bachelor's degree,illinois,wage/salary at non-profit,10,20800,1
65,male,white,bachelor's degree,illinois,"wage/salary, private",16,63700,0
32,male,white,"associate's degree, type not specified",illinois,state govt employee,30,15000,0
30,male,white,bachelor's degree,illinois,state govt employee,50,35000,0
27,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,20000,0
69,male,black/african american/negro,master's degree,illinois,local govt employee,3,78900,0
55,male,white,master's degree,illinois,"wage/salary, private",52,252300,0
53,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,95000,1
43,male,white,master's degree,illinois,"wage/salary, private",52,70000,0
47,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,55000,1
65,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,54000,1
41,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,104000,0
73,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",50,18800,1
24,female,white,bachelor's degree,illinois,"wage/salary, private",52,70000,1
24,female,white,bachelor's degree,illinois,"wage/salary, private",25,3000,1
24,female,white,bachelor's degree,illinois,"wage/salary, private",52,63000,1
24,female,white,bachelor's degree,illinois,"wage/salary, private",52,57000,1
60,female,white,"associate's degree, type not specified",illinois,wage/salary at non-profit,52,32100,1
61,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,25100,0
42,female,white,ged or alternative credential,illinois,"wage/salary, private",49,13000,1
30,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",49,52000,0
52,female,white,bachelor's degree,illinois,"wage/salary, private",52,97000,1
41,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,30000,1
59,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,28000,0
53,female,white,regular high school diploma,illinois,"wage/salary, private",52,28400,1
42,female,white,regular high school diploma,illinois,wage/salary at non-profit,52,20000,1
20,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",21,400,1
25,male,black/african american/negro,"some college, but less than 1 year",illinois,"wage/salary, private",2,2500,0
56,male,white,professional degree beyond a bachelor's degree,illinois,"self-employed, incorporated",52,45000,0
39,female,white,regular high school diploma,illinois,"self-employed, incorporated",52,45000,1
30,male,white,bachelor's degree,illinois,"self-employed, incorporated",52,50000,0
27,female,white,bachelor's degree,illinois,"wage/salary, private",52,45000,1
48,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,30000,1
50,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,49000,0
37,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,53000,0
30,female,white,master's degree,illinois,local govt employee,52,67000,1
30,male,white,master's degree,illinois,wage/salary at non-profit,52,120000,0
26,male,white,bachelor's degree,illinois,"wage/salary, private",52,53000,0
26,female,white,bachelor's degree,illinois,local govt employee,52,31000,1
48,male,white,master's degree,illinois,local govt employee,52,147700,0
47,female,white,bachelor's degree,illinois,"wage/salary, private",52,25000,1
18,female,white,regular high school diploma,illinois,"wage/salary, private",52,10000,1
32,male,white,bachelor's degree,illinois,"wage/salary, private",52,32000,0
32,female,white,bachelor's degree,illinois,"wage/salary, private",25,690,1
31,male,white,ged or alternative credential,illinois,"wage/salary, private",52,56000,0
29,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,12000,1
59,male,white,master's degree,illinois,"wage/salary, private",52,260000,0
58,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,106600,0
69,male,white,bachelor's degree,illinois,"wage/salary, private",27,114200,0
40,male,black/african american/negro,bachelor's degree,illinois,"self-employed, not incorporated",52,50000,0
28,female,black/african american/negro,"some college, but less than 1 year",illinois,"wage/salary, private",52,8000,1
70,male,white,master's degree,illinois,local govt employee,52,109950,0
62,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,44800,0
57,female,white,bachelor's degree,illinois,"wage/salary, private",40,17000,1
20,male,white,regular high school diploma,illinois,"wage/salary, private",52,12500,0
65,male,white,master's degree,illinois,"wage/salary, private",52,779000,0
26,male,white,bachelor's degree,illinois,"wage/salary, private",52,110120,0
49,female,white,bachelor's degree,illinois,"wage/salary, private",52,55000,1
66,female,white,master's degree,illinois,"wage/salary, private",52,91000,1
72,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",12,89400,0
66,male,white,regular high school diploma,illinois,wage/salary at non-profit,52,24700,0
31,male,white,bachelor's degree,illinois,"wage/salary, private",52,67030,0
58,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,59000,0
51,male,"other race, nec",regular high school diploma,illinois,"wage/salary, private",52,54000,0
86,female,white,grade 8,illinois,"wage/salary, private",5,11100,1
30,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,45000,0
27,female,white,regular high school diploma,illinois,"wage/salary, private",25,8300,1
59,male,white,regular high school diploma,illinois,"wage/salary, private",52,55000,0
67,female,white,regular high school diploma,illinois,"wage/salary, private",52,25900,1
60,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",40,25000,0
58,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,42000,1
39,female,white,regular high school diploma,illinois,"wage/salary, private",52,39700,1
45,male,white,regular high school diploma,illinois,"wage/salary, private",52,40000,0
43,female,white,regular high school diploma,illinois,state govt employee,52,29000,1
59,female,white,regular high school diploma,illinois,"self-employed, not incorporated",8,4,1
80,female,white,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,568200,1
40,female,white,master's degree,illinois,wage/salary at non-profit,52,112000,1
41,male,white,"some college, but less than 1 year",illinois,state govt employee,52,59000,0
56,male,white,bachelor's degree,illinois,state govt employee,52,107000,0
56,female,white,bachelor's degree,illinois,"wage/salary, private",52,107000,1
52,male,black/african american/negro,master's degree,illinois,local govt employee,52,290000,0
51,female,black/african american/negro,bachelor's degree,illinois,state govt employee,52,290000,1
32,female,black/african american/negro,professional degree beyond a bachelor's degree,illinois,federal govt employee,52,115000,1
50,male,white,bachelor's degree,illinois,"wage/salary, private",52,130000,0
72,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,20500,1
45,female,white,"associate's degree, type not specified",illinois,federal govt employee,52,18500,1
43,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,17500,1
54,male,white,bachelor's degree,illinois,"wage/salary, private",52,59500,0
34,male,white,grade 9,illinois,"self-employed, incorporated",12,60000,0
55,female,white,bachelor's degree,illinois,"wage/salary, private",52,180000,1
48,female,other asian or pacific islander,bachelor's degree,illinois,"wage/salary, private",52,63000,1
47,male,other asian or pacific islander,bachelor's degree,illinois,"wage/salary, private",52,45000,0
35,female,white,bachelor's degree,illinois,"self-employed, not incorporated",52,23000,1
34,male,white,"12th grade, no diploma",illinois,"self-employed, not incorporated",52,25500,0
58,female,white,grade 6,illinois,"wage/salary, private",52,17000,1
59,male,white,grade 6,illinois,"wage/salary, private",52,25000,0
40,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,45000,0
38,female,white,bachelor's degree,illinois,"wage/salary, private",52,45000,1
54,female,white,bachelor's degree,illinois,local govt employee,52,54000,1
41,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,40400,0
38,female,white,master's degree,illinois,state govt employee,52,50700,1
36,male,other asian or pacific islander,bachelor's degree,illinois,"wage/salary, private",52,82000,0
65,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,73000,0
60,female,white,master's degree,illinois,local govt employee,3,3110,1
82,female,white,grade 4,illinois,state govt employee,52,26100,1
60,female,white,master's degree,illinois,"wage/salary, private",52,108000,1
48,male,white,master's degree,illinois,"wage/salary, private",52,120000,0
48,female,white,bachelor's degree,illinois,"wage/salary, private",10,20000,1
40,female,white,doctoral degree,illinois,state govt employee,52,150000,1
62,female,white,regular high school diploma,illinois,"wage/salary, private",52,51000,1
36,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,40000,0
60,male,white,regular high school diploma,illinois,state govt employee,52,66500,0
67,female,white,master's degree,illinois,local govt employee,12,53000,1
48,male,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,17000,0
36,male,white,bachelor's degree,illinois,local govt employee,52,110000,0
58,female,white,regular high school diploma,illinois,"self-employed, incorporated",52,10000,1
60,male,white,regular high school diploma,illinois,"wage/salary, private",52,71900,0
56,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",20,59000,0
49,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,25000,1
67,male,two major races,"1 or more years of college credit, no degree",illinois,local govt employee,52,75000,0
72,female,black/african american/negro,master's degree,illinois,"self-employed, incorporated",30,42000,1
36,male,white,"associate's degree, type not specified",illinois,state govt employee,52,72000,0
37,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,36000,1
35,female,white,master's degree,illinois,wage/salary at non-profit,52,36000,1
37,male,two major races,"some college, but less than 1 year",illinois,"wage/salary, private",8,5800,0
64,female,other asian or pacific islander,bachelor's degree,illinois,"wage/salary, private",52,30000,1
65,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,40000,0
42,female,white,ged or alternative credential,illinois,"wage/salary, private",2,1000,1
37,male,white,ged or alternative credential,illinois,"wage/salary, private",32,5000,0
47,male,white,ged or alternative credential,illinois,"wage/salary, private",52,85000,0
48,male,white,"1 or more years of college credit, no degree",illinois,state govt employee,52,60000,0
47,female,white,"1 or more years of college credit, no degree",illinois,local govt employee,52,16000,1
20,female,white,"1 or more years of college credit, no degree",illinois,local govt employee,25,2000,1
41,male,white,regular high school diploma,illinois,"self-employed, not incorporated",43,28000,0
46,female,white,master's degree,illinois,wage/salary at non-profit,52,79000,1
45,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,50000,0
37,male,white,regular high school diploma,illinois,"wage/salary, private",52,66000,0
16,female,white,grade 9,illinois,"wage/salary, private",20,630,1
24,male,white,bachelor's degree,illinois,"wage/salary, private",52,37600,0
25,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,33000,1
25,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,20000,0
25,female,white,regular high school diploma,illinois,"self-employed, not incorporated",16,2700,1
34,female,white,bachelor's degree,illinois,"wage/salary, private",44,36000,1
33,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",48,40000,0
46,female,black/african american/negro,bachelor's degree,illinois,"wage/salary, private",52,76000,1
17,male,black/african american/negro,grade 9,illinois,"wage/salary, private",10,1800,0
61,male,white,bachelor's degree,illinois,wage/salary at non-profit,52,100300,0
62,female,white,bachelor's degree,illinois,"wage/salary, private",52,61080,1
40,female,black/african american/negro,"some college, but less than 1 year",illinois,"wage/salary, private",40,39000,1
47,female,white,regular high school diploma,illinois,"wage/salary, private",52,86900,1
50,male,black/african american/negro,master's degree,illinois,wage/salary at non-profit,52,100000,0
58,female,white,master's degree,illinois,"wage/salary, private",52,100000,1
40,male,white,bachelor's degree,illinois,"wage/salary, private",52,544000,0
40,female,white,regular high school diploma,illinois,"wage/salary, private",52,20000,1
47,male,two major races,bachelor's degree,illinois,wage/salary at non-profit,52,34000,0
52,female,two major races,regular high school diploma,illinois,wage/salary at non-profit,52,42000,1
39,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,19000,1
65,male,white,bachelor's degree,illinois,wage/salary at non-profit,52,107000,0
38,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,40700,1
49,female,white,"some college, but less than 1 year",illinois,local govt employee,52,70000,1
55,male,white,bachelor's degree,illinois,"wage/salary, private",52,105000,0
20,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",12,1000,1
26,female,black/african american/negro,bachelor's degree,illinois,federal govt employee,52,57000,1
24,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",20,6000,1
40,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",52,25000,1
21,female,black/african american/negro,bachelor's degree,illinois,"wage/salary, private",52,11500,1
40,female,white,bachelor's degree,illinois,"wage/salary, private",52,95030,1
47,male,white,bachelor's degree,illinois,"wage/salary, private",52,100000,0
68,female,black/african american/negro,bachelor's degree,illinois,"self-employed, incorporated",50,32400,1
66,male,white,doctoral degree,illinois,"wage/salary, private",8,13700,0
18,female,black/african american/negro,grade 11,illinois,"wage/salary, private",40,4000,1
18,female,black/african american/negro,grade 11,illinois,"wage/salary, private",40,4200,1
49,female,white,master's degree,illinois,"wage/salary, private",2,2000,1
57,male,white,bachelor's degree,illinois,"wage/salary, private",52,130000,0
46,female,white,regular high school diploma,illinois,"wage/salary, private",52,10400,1
47,male,white,no schooling completed,illinois,unpaid family worker,25,1000,0
46,female,white,"1 or more years of college credit, no degree",illinois,local govt employee,52,77000,1
41,male,white,grade 11,illinois,"wage/salary, private",52,44000,0
50,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,70000,0
56,female,white,regular high school diploma,illinois,"wage/salary, private",52,15000,1
16,male,white,grade 10,illinois,wage/salary at non-profit,8,250,0
59,male,white,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,91000,0
52,female,chinese,bachelor's degree,illinois,wage/salary at non-profit,52,10700,1
51,male,white,bachelor's degree,illinois,"wage/salary, private",46,113000,0
51,female,white,master's degree,illinois,"wage/salary, private",52,79000,1
19,male,two major races,"some college, but less than 1 year",illinois,"wage/salary, private",52,12000,0
26,male,white,bachelor's degree,illinois,wage/salary at non-profit,52,18580,0
23,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,17800,1
63,male,white,"associate's degree, type not specified",illinois,"self-employed, incorporated",48,6800,0
63,female,white,"1 or more years of college credit, no degree",illinois,local govt employee,52,38000,1
43,male,white,bachelor's degree,illinois,"wage/salary, private",52,110300,0
60,female,black/african american/negro,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,9600,1
60,female,white,master's degree,illinois,"wage/salary, private",26,25000,1
59,male,white,professional degree beyond a bachelor's degree,illinois,"wage/salary, private",52,150000,0
62,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,336000,0
37,female,white,"12th grade, no diploma",illinois,"wage/salary, private",52,21400,1
49,male,white,master's degree,illinois,"wage/salary, private",52,70000,0
45,female,white,master's degree,illinois,local govt employee,52,110000,1
48,male,white,master's degree,illinois,federal govt employee,52,192000,0
18,male,white,regular high school diploma,illinois,"wage/salary, private",52,12200,0
62,female,"other race, nec",ged or alternative credential,illinois,"wage/salary, private",52,45000,1
51,male,white,"1 or more years of college credit, no degree",illinois,"self-employed, incorporated",40,106000,0
19,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",12,5000,0
48,male,"other race, nec",regular high school diploma,illinois,"wage/salary, private",52,65000,0
22,female,"other race, nec",regular high school diploma,illinois,"wage/salary, private",52,50000,1
28,male,white,bachelor's degree,illinois,"self-employed, incorporated",52,127000,0
60,female,white,regular high school diploma,illinois,"wage/salary, private",52,38800,1
48,female,white,bachelor's degree,illinois,"wage/salary, private",52,79000,1
24,male,white,bachelor's degree,illinois,"wage/salary, private",52,35000,0
62,male,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,53000,0
29,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",32,5900,1
48,male,"other race, nec",bachelor's degree,illinois,"self-employed, not incorporated",52,16800,0
48,female,"other race, nec","associate's degree, type not specified",illinois,"self-employed, incorporated",52,5000,1
46,female,white,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,27000,1
19,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",30,3000,0
17,male,white,grade 10,illinois,"wage/salary, private",30,8000,0
37,male,white,master's degree,illinois,local govt employee,52,95000,0
37,female,white,bachelor's degree,illinois,"self-employed, not incorporated",52,40000,1
75,male,white,professional degree beyond a bachelor's degree,illinois,"wage/salary, private",8,151200,0
46,female,black/african american/negro,"some college, but less than 1 year",illinois,"wage/salary, private",52,29500,1
38,female,white,master's degree,illinois,local govt employee,44,75100,1
38,male,black/african american/negro,bachelor's degree,illinois,local govt employee,44,65100,0
58,female,white,master's degree,illinois,"wage/salary, private",52,35000,1
63,male,white,master's degree,illinois,wage/salary at non-profit,52,41000,0
38,male,black/african american/negro,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,26000,0
72,female,black/african american/negro,master's degree,illinois,"wage/salary, private",52,27500,1
63,male,black/african american/negro,regular high school diploma,illinois,wage/salary at non-profit,52,25300,0
66,female,white,"associate's degree, type not specified",illinois,unpaid family worker,52,23660,1
51,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,35000,1
47,male,"other race, nec",bachelor's degree,illinois,"wage/salary, private",52,106000,0
48,female,white,master's degree,illinois,"wage/salary, private",52,25000,1
69,male,white,bachelor's degree,illinois,local govt employee,45,116600,0
69,female,white,"associate's degree, type not specified",illinois,wage/salary at non-profit,12,100200,1
62,male,white,master's degree,illinois,"wage/salary, private",52,82000,0
29,male,white,master's degree,illinois,"wage/salary, private",52,190000,0
39,male,"other race, nec",regular high school diploma,illinois,"wage/salary, private",52,40400,0
34,male,white,regular high school diploma,illinois,"wage/salary, private",44,19000,0
38,female,white,"associate's degree, type not specified",illinois,federal govt employee,52,52000,1
41,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",37,13000,0
43,female,white,"some college, but less than 1 year",illinois,wage/salary at non-profit,52,33500,1
68,female,other asian or pacific islander,master's degree,illinois,"self-employed, incorporated",44,99000,1
59,female,white,"1 or more years of college credit, no degree",illinois,"self-employed, not incorporated",52,647000,1
64,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,45000,0
52,male,white,"12th grade, no diploma",illinois,"wage/salary, private",52,80000,0
49,female,white,bachelor's degree,illinois,"wage/salary, private",52,65000,1
53,male,white,bachelor's degree,illinois,"wage/salary, private",52,110000,0
18,female,white,grade 11,illinois,"wage/salary, private",45,5500,1
20,male,white,"some college, but less than 1 year",illinois,wage/salary at non-profit,35,60000,0
21,female,white,bachelor's degree,illinois,"wage/salary, private",48,4500,1
54,male,other asian or pacific islander,regular high school diploma,illinois,"wage/salary, private",52,24000,0
48,male,white,ged or alternative credential,illinois,"wage/salary, private",52,23100,0
44,female,white,master's degree,illinois,local govt employee,52,69000,1
26,male,white,ged or alternative credential,illinois,"self-employed, incorporated",52,73000,0
61,male,white,regular high school diploma,illinois,"wage/salary, private",52,65600,0
59,female,white,regular high school diploma,illinois,"self-employed, not incorporated",52,22000,1
60,female,white,regular high school diploma,illinois,state govt employee,52,24000,1
29,male,white,bachelor's degree,illinois,"wage/salary, private",46,52000,0
27,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,44000,1
67,female,white,regular high school diploma,illinois,"wage/salary, private",52,54300,1
21,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,16300,1
63,male,white,ged or alternative credential,illinois,"wage/salary, private",52,31070,0
65,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,29000,1
35,male,white,no schooling completed,illinois,"wage/salary, private",52,74500,0
44,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",52,62000,1
67,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,14400,1
36,male,white,master's degree,illinois,"wage/salary, private",52,68100,0
30,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,26050,1
54,male,white,"associate's degree, type not specified",illinois,local govt employee,52,100000,0
60,male,white,bachelor's degree,illinois,local govt employee,52,107000,0
58,female,white,"associate's degree, type not specified",illinois,wage/salary at non-profit,52,75000,1
28,female,other asian or pacific islander,bachelor's degree,illinois,state govt employee,52,26000,1
27,female,other asian or pacific islander,bachelor's degree,illinois,state govt employee,52,26000,1
28,female,black/african american/negro,regular high school diploma,illinois,"wage/salary, private",25,4000,1
38,female,white,no schooling completed,illinois,"self-employed, incorporated",52,42000,1
19,male,white,regular high school diploma,illinois,"self-employed, incorporated",52,30000,0
37,female,white,"some college, but less than 1 year",illinois,local govt employee,52,17000,1
57,female,white,"associate's degree, type not specified",illinois,"wage/salary, private",46,54000,1
54,female,white,ged or alternative credential,illinois,wage/salary at non-profit,52,128000,1
18,male,white,regular high school diploma,illinois,wage/salary at non-profit,52,5400,0
47,female,white,"1 or more years of college credit, no degree",illinois,wage/salary at non-profit,52,27000,1
19,female,white,regular high school diploma,illinois,"wage/salary, private",40,10000,1
32,male,white,bachelor's degree,illinois,"wage/salary, private",52,56000,0
31,female,white,bachelor's degree,illinois,local govt employee,52,35000,1
33,female,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,55000,1
32,male,white,regular high school diploma,illinois,"wage/salary, private",52,56000,0
33,male,white,"1 or more years of college credit, no degree",illinois,"wage/salary, private",52,35010,0
31,female,white,bachelor's degree,illinois,wage/salary at non-profit,52,29100,1
60,female,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,31000,1
58,male,white,"some college, but less than 1 year",illinois,"wage/salary, private",52,28000,0
